queuePosition,priority,priorityReason,slug,title,category,importance,status,articleUrl,taskLibraryUrl,unmetStandardGates,heldStandardGates,unknownStandardGates,nextAction,instructionRevisionReviewed,contributorComplete,articleMapped,articleCatalogGate,articleSemanticCertification,taskExampleEvidence,recordedExecution,acceptedExecution,setupSuccess
172,P1,Known standard gap,boost-top-3-5-facebook-posts,Boost top 3–5 Facebook posts,Content Factory — Promote,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=boost-top-3-5-facebook-posts#task-boost-top-3-5-facebook-posts,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
173,P1,Known standard gap,build-audience-layers,Build audience layers,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=build-audience-layers#task-build-audience-layers,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
174,P1,Known standard gap,compare-current-vs-last-period-performance,Compare current vs last period performance,Content Factory — Promote,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=compare-current-vs-last-period-performance#task-compare-current-vs-last-period-performance,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
175,P1,Known standard gap,ensure-robots-meta-not-blocking-indexing--qa-audit,Ensure robots meta not blocking indexing,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=ensure-robots-meta-not-blocking-indexing--qa-audit#task-ensure-robots-meta-not-blocking-indexing--qa-audit,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
176,P1,Known standard gap,identify-signals-worth-amplifying,Identify signals worth amplifying,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=identify-signals-worth-amplifying#task-identify-signals-worth-amplifying,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
177,P1,Known standard gap,kill-underperforming-ads,Kill underperforming ads,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=kill-underperforming-ads#task-kill-underperforming-ads,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
178,P1,Known standard gap,list-top-3-5-recommendations-for-next-7-days,List top 3–5 recommendations for next 7 days,Content Factory — Promote,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=list-top-3-5-recommendations-for-next-7-days#task-list-top-3-5-recommendations-for-next-7-days,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
179,P1,Known standard gap,place-content-on-seo-tree-with-proper-links,Place content on SEO Tree with proper links,Content Factory — Post,5,complete,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=place-content-on-seo-tree-with-proper-links#task-place-content-on-seo-tree-with-proper-links,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
180,P1,Known standard gap,run-dollar-a-day-campaign-on-winning-content,Run Dollar a Day campaign on winning content,Content Factory — Promote,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=run-dollar-a-day-campaign-on-winning-content#task-run-dollar-a-day-campaign-on-winning-content,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
181,P1,Known standard gap,run-multiple-simultaneous-tests,Run multiple simultaneous tests,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=run-multiple-simultaneous-tests#task-run-multiple-simultaneous-tests,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
182,P1,Known standard gap,scale-winners-by-increasing-budget-gradually,Scale winners by increasing budget gradually,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=scale-winners-by-increasing-budget-gradually#task-scale-winners-by-increasing-budget-gradually,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
183,P1,Known standard gap,set-1-day-budget-per-ad-set,Set $1/day budget per ad set,Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=set-1-day-budget-per-ad-set#task-set-1-day-budget-per-ad-set,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
184,P1,Known standard gap,set-up-digital-plumbing-pixels-tracking,"Set up digital plumbing (pixels, tracking)",Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=set-up-digital-plumbing-pixels-tracking#task-set-up-digital-plumbing-pixels-tracking,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
185,P1,Known standard gap,stage-1-plumbing-fb-ads-google-ads-analytics,"Stage 1: Plumbing (FB Ads, Google Ads, Analytics)",Strategy & Measurement,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-1-plumbing-fb-ads-google-ads-analytics#task-stage-1-plumbing-fb-ads-google-ads-analytics,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
186,P1,Known standard gap,stage-4-targeting-custom-audiences-lookalikes-remarketing,"Stage 4: Targeting (custom audiences, lookalikes, remarketing)",Strategy & Measurement,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-4-targeting-custom-audiences-lookalikes-remarketing#task-stage-4-targeting-custom-audiences-lookalikes-remarketing,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
187,P1,Known standard gap,stage-5-amplification-boost-posts-remarketing-ads,"Stage 5: Amplification (boost posts, remarketing ads)",Strategy & Measurement,5,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-5-amplification-boost-posts-remarketing-ads#task-stage-5-amplification-boost-posts-remarketing-ads,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
188,P1,Known standard gap,verify-ga4-configured-with-internal-traffic-filtered,Verify GA4 configured with internal traffic filtered,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-ga4-configured-with-internal-traffic-filtered#task-verify-ga4-configured-with-internal-traffic-filtered,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
189,P1,Known standard gap,verify-gtm-installed-and-firing-on-every-page,Verify GTM installed and firing on every page,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-gtm-installed-and-firing-on-every-page#task-verify-gtm-installed-and-firing-on-every-page,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
190,P1,Known standard gap,verify-https-with-no-mixed-content,Verify HTTPS with no mixed content,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-https-with-no-mixed-content#task-verify-https-with-no-mixed-content,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
191,P1,Known standard gap,verify-meta-pixel-installed-with-lead-events,Verify Meta pixel installed with lead events,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-meta-pixel-installed-with-lead-events#task-verify-meta-pixel-installed-with-lead-events,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
192,P1,Known standard gap,verify-prerequisites-product-customers-content,"Verify prerequisites (product, customers, content)",Dollar a Day Campaigns,5,complete,https://blitzmetrics.com/dad,https://local-service-spotlight.github.io/task-library/?task=verify-prerequisites-product-customers-content#task-verify-prerequisites-product-customers-content,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
193,P1,Known standard gap,verify-wordpress-author-set-to-site-owner-name,Verify WordPress author set to site owner name,Website QA Audit,5,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-wordpress-author-set-to-site-owner-name#task-verify-wordpress-author-set-to-site-owner-name,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
194,P1,Known standard gap,apply-metrics-decomposition,Apply Metrics Decomposition,Content Factory — Promote,4,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=apply-metrics-decomposition#task-apply-metrics-decomposition,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
195,P1,Known standard gap,stage-2-goals-mission-90-day-goals-cpa-roas-budget,"Stage 2: Goals (mission, 90-day goals, CPA/ROAS, budget)",Strategy & Measurement,4,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-2-goals-mission-90-day-goals-cpa-roas-budget#task-stage-2-goals-mission-90-day-goals-cpa-roas-budget,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
196,P1,Known standard gap,stage-6-optimization-metrics-budget-review-recommendations,"Stage 6: Optimization (metrics, budget review, recommendations)",Strategy & Measurement,4,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-6-optimization-metrics-budget-review-recommendations#task-stage-6-optimization-metrics-budget-review-recommendations,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
197,P1,Known standard gap,audit-internal-links-between-all-blog-posts,Audit internal links between all blog posts,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=audit-internal-links-between-all-blog-posts#task-audit-internal-links-between-all-blog-posts,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
198,P1,Known standard gap,check-each-homepage-section-includes-relevant-image,Check each homepage section includes relevant image,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-each-homepage-section-includes-relevant-image#task-check-each-homepage-section-includes-relevant-image,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
199,P1,Known standard gap,check-for-broken-links,Check for broken links,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-for-broken-links#task-check-for-broken-links,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
200,P1,Known standard gap,check-lead-magnet-section-has-visual-mockup,Check lead magnet section has visual mockup,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-lead-magnet-section-has-visual-mockup#task-check-lead-magnet-section-has-visual-mockup,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
201,P1,Known standard gap,check-meta-description-under-160-chars,Check meta description under 160 chars,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-meta-description-under-160-chars#task-check-meta-description-under-160-chars,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
202,P1,Known standard gap,check-schema-connects-to-all-verified-profiles,Check schema connects to all verified profiles,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-schema-connects-to-all-verified-profiles#task-check-schema-connects-to-all-verified-profiles,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
203,P1,Known standard gap,check-seo-title-under-60-chars-with-focus-keyword,Check SEO title under 60 chars with focus keyword,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-seo-title-under-60-chars-with-focus-keyword#task-check-seo-title-under-60-chars-with-focus-keyword,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
204,P1,Known standard gap,check-social-profiles-linked-and-prominent,Check social profiles linked and prominent,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=check-social-profiles-linked-and-prominent#task-check-social-profiles-linked-and-prominent,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
205,P1,Known standard gap,create-a-3-minute-why-video,Create a 3-minute WHY video,Content Factory — Produce,3,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=create-a-3-minute-why-video#task-create-a-3-minute-why-video,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
206,P1,Known standard gap,create-a-3x3-video-grid,Create a 3×3 video grid,Content Factory — Produce,3,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=create-a-3x3-video-grid#task-create-a-3x3-video-grid,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
207,P1,Known standard gap,enhance-existing-articles-before-creating-new-ones,Enhance existing articles before creating new ones,SEO & Content Architecture,3,complete,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=enhance-existing-articles-before-creating-new-ones#task-enhance-existing-articles-before-creating-new-ones,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
208,P1,Known standard gap,ensure-no-stock-images-used,Ensure no stock images used,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=ensure-no-stock-images-used#task-ensure-no-stock-images-used,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
209,P1,Known standard gap,ensure-no-text-only-sections-spanning-full-viewport,Ensure no text-only sections spanning full viewport,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=ensure-no-text-only-sections-spanning-full-viewport#task-ensure-no-text-only-sections-spanning-full-viewport,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
210,P1,Known standard gap,fit-every-new-piece-into-the-tree-structure,Fit every new piece into the tree structure,SEO & Content Architecture,3,complete,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=fit-every-new-piece-into-the-tree-structure#task-fit-every-new-piece-into-the-tree-structure,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
211,P1,Known standard gap,link-leaves-to-branches-branches-to-trunk,"Link leaves to branches, branches to trunk",SEO & Content Architecture,3,complete,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=link-leaves-to-branches-branches-to-trunk#task-link-leaves-to-branches-branches-to-trunk,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
212,P1,Known standard gap,map-content-hierarchically-root-trunk-branches-leaves,Map content hierarchically (root → trunk → branches → leaves),SEO & Content Architecture,3,complete,https://blitzmetrics.com/seo-tree,https://local-service-spotlight.github.io/task-library/?task=map-content-hierarchically-root-trunk-branches-leaves#task-map-content-hierarchically-root-trunk-branches-leaves,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
213,P1,Known standard gap,stage-3-content-endorsements-why-video-3x3-grid-library,"Stage 3: Content (endorsements, WHY video, 3×3 grid, library)",Strategy & Measurement,3,complete,https://blitzmetrics.com/social-amplification,https://local-service-spotlight.github.io/task-library/?task=stage-3-content-endorsements-why-video-3x3-grid-library#task-stage-3-content-endorsements-why-video-3x3-grid-library,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
214,P1,Known standard gap,test-mobile-load-time-under-3-seconds,Test mobile load time under 3 seconds,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=test-mobile-load-time-under-3-seconds#task-test-mobile-load-time-under-3-seconds,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
215,P1,Known standard gap,verify-achievements-are-evidenced-not-just-claimed,"Verify achievements are evidenced, not just claimed",Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-achievements-are-evidenced-not-just-claimed#task-verify-achievements-are-evidenced-not-just-claimed,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
216,P1,Known standard gap,verify-all-images-have-descriptive-alt-text,Verify all images have descriptive alt text,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-all-images-have-descriptive-alt-text#task-verify-all-images-have-descriptive-alt-text,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
217,P1,Known standard gap,verify-all-pages-written-in-first-person,Verify all pages written in first person,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-all-pages-written-in-first-person#task-verify-all-pages-written-in-first-person,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
218,P1,Known standard gap,verify-at-least-one-video-embed-on-homepage,Verify at least one video embed on homepage,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-at-least-one-video-embed-on-homepage#task-verify-at-least-one-video-embed-on-homepage,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
219,P1,Known standard gap,verify-email-opt-in-form-exists-and-works,Verify email opt-in form exists and works,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-email-opt-in-form-exists-and-works#task-verify-email-opt-in-form-exists-and-works,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
220,P1,Known standard gap,verify-entity-linking-follows-decision-tree,Verify entity linking follows decision tree,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-entity-linking-follows-decision-tree#task-verify-entity-linking-follows-decision-tree,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
221,P1,Known standard gap,verify-featured-images-unique-per-blog-post,Verify featured images unique per blog post,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-featured-images-unique-per-blog-post#task-verify-featured-images-unique-per-blog-post,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
222,P1,Known standard gap,verify-footer-includes-social-links-and-secondary-nav,Verify footer includes social links and secondary nav,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-footer-includes-social-links-and-secondary-nav#task-verify-footer-includes-social-links-and-secondary-nav,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
223,P1,Known standard gap,verify-google-business-profile,Verify Google Business Profile,Digital Plumbing,3,complete,https://blitzmetrics.com/digital-plumbing,https://local-service-spotlight.github.io/task-library/?task=verify-google-business-profile#task-verify-google-business-profile,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
224,P1,Known standard gap,verify-google-business-profile-is-verified,Verify Google Business Profile is verified,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-google-business-profile-is-verified#task-verify-google-business-profile-is-verified,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
225,P1,Known standard gap,verify-hero-section-contains-real-photo-of-person,Verify hero section contains real photo of person,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-hero-section-contains-real-photo-of-person#task-verify-hero-section-contains-real-photo-of-person,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
226,P1,Known standard gap,verify-minimum-5-distinct-images-on-homepage,Verify minimum 5 distinct images on homepage,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-minimum-5-distinct-images-on-homepage#task-verify-minimum-5-distinct-images-on-homepage,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
227,P1,Known standard gap,verify-rank-math-score-above-70-on-every-page,Verify Rank Math score above 70 on every page,Website QA Audit,3,complete,https://blitzmetrics.com/website-qa-audit,https://local-service-spotlight.github.io/task-library/?task=verify-rank-math-score-above-70-on-every-page#task-verify-rank-math-score-above-70-on-every-page,articleCatalogGate,,articleSemanticCertification;taskExampleEvidence;recordedExecution;acceptedExecution;setupSuccess,At least one task mapped to this hub is not contributor-complete.,pass,pass,pass,unmet,unknown,unknown,unknown,unknown,unknown
